,LLC-store-misses,bytes,LLC-load-misses,cycles,LLC-stores,ref-cycles,instructions,LLC-loads,blocks,pkg_pwr,ram_pwr,power
640,12848,0,294286,450028988,188051,502149123,364094928,3677052,0,42.06,7.81,135.2
641,8066,0,264885,433554263,158734,448464169,301505565,3222776,0,41.57,7.68,135.4
642,14073,110592,225924,781526480,375986,800990345,943203082,5310603,216,42.17,7.42,135.4
643,5245,0,148773,245536707,105232,288315215,196933210,2290665,0,41.37,7.66,135.5
644,3323,0,297187,344868166,148221,404663648,265295750,3078497,0,42.68,7.82,135.5
645,21765,16543744,404337,510912125,217526,580199039,421930288,4424492,32312,41.57,7.61,135.6
646,5911,0,229578,458988713,215136,508432970,332190955,4067712,0,42.82,7.84,135.6
647,5338,253952,232749,401216894,188006,470320519,293054972,3705527,496,41.51,7.65,135.8
648,19269,0,221281,296624211,130260,349429727,222748329,2441842,0,42.65,7.52,135.8
649,8480,0,205211,431419216,164475,445896465,300487291,3585201,0,41.69,7.29,135.8
650,26858,114688,353620,475969100,209024,512780213,382732793,4002293,224,42.63,7.6,135.7
651,12859,0,215024,368581083,145343,371178797,257055394,2572888,0,42.26,7.58,135.8
652,9762,167936,347323,356069330,146245,370177126,253003593,2758343,328,42.14,7.52,135.8
653,11452,172032,214046,418905597,193814,475409177,320129596,3726937,336,42.13,7.35,135.8
654,14797,0,154624,352907434,178022,401997777,265310168,2886599,0,42.54,7.34,135.8
655,19294,0,331289,473179128,191500,527744422,383793939,3730370,0,43.19,7.43,135.8
656,15245,0,147979,296906252,133898,353615265,226994119,2608691,0,42.79,7.32,135.9
657,13408,86016,110012,473344514,207836,512388272,355521099,4075135,168,42.72,7.23,135.9
658,6687,24576,320053,338760950,116850,428419812,323463560,3059222,48,43.01,7.32,135.9
659,11561,0,232165,292574964,120566,351911469,237184382,2451619,0,42.62,7.13,135.9
660,3756,57344,384603,348567094,139069,491494833,330890596,3460921,112,42.62,6.96,135.9
661,11972,0,206142,316614455,136047,370284520,227242328,2800548,0,42.96,6.83,135.8
662,11780,253952,134044,401028338,191250,439957357,294802303,3558335,496,42.96,6.75,135.7
663,7502,114688,194032,416157330,183255,454298305,301741553,3688493,224,42.08,7.09,135.6
664,2620,0,240574,400517908,165151,426418720,292282470,3324398,0,40.09,6.23,135.5
665,9626,0,296832,395660765,215986,473977993,311706903,3890346,0,39.91,5.89,135.0
666,1467,0,130132,345274035,152225,366785336,244011608,2910587,0,39.93,5.81,134.4
667,704,86016,121202,304170567,110640,308084626,224485141,2365901,168,39.93,5.66,133.8
668,1865,24576,112833,364915820,167510,452304729,298382713,3699626,48,41.42,6.44,133.4
669,8450,0,154297,358877849,175030,401561219,263715987,3081262,0,41.44,6.64,133.3
670,18101,0,411015,383207806,161204,410767007,297788906,3396272,0,40.72,5.85,133.3
671,3902,0,89400,336168755,175120,389634208,252368911,3071329,0,41.1,6.08,133.0
672,9991,86016,118521,355950466,157075,374084750,262804132,2888019,168,42.11,6.94,132.9
673,10715,24576,118569,403176210,169722,422714150,291027324,3538242,48,41.19,5.82,133.0
674,3655,0,78457,295933832,127475,359182135,250206337,2805347,0,41.28,6.09,132.8
675,28123,17297408,262721,481105733,224552,530578419,395724971,4051905,33784,42.58,6.9,132.8
676,13712,0,128594,350301991,137193,373302608,250916075,2888088,0,40.43,5.86,133.0
677,2960,253952,57272,361737182,163485,382784807,264691581,2871516,496,40.47,5.79,132.8
678,1483,0,80598,345834708,126807,378665407,267199062,2855585,0,41.23,6.73,132.5
679,5202,0,245455,453361874,212900,487061243,320796290,3715350,0,42.34,6.68,132.6
680,18214,143360,351834,467121475,178864,513906150,380186234,4044082,280,42.49,7.1,132.8
681,6213,0,244537,322287529,138444,434597978,270551217,3175842,0,42.51,7.26,133.1
682,4552,143360,276961,361603840,159751,411310709,282165044,3197497,280,42.41,6.74,133.4
683,4232,196608,333035,318652586,135803,367846789,244652396,2723110,384,42.94,7.09,133.6
684,6308,0,220246,362202880,145853,392907509,269707103,2943443,0,42.73,6.67,133.8
685,9819,0,379080,349600683,163340,428088407,306408638,2794730,0,42.67,7.02,133.9
686,12595,0,156979,467528215,224794,502543293,343058391,3567098,0,42.78,6.72,134.1
687,7826,86016,199358,320975474,131165,390381452,249214548,2858960,168,43.16,7.23,134.1
688,11059,24576,263350,440642856,178055,457229412,314157438,3447797,48,42.83,6.77,134.4
689,4111,0,228046,329531329,122434,356440020,226322814,2716967,0,42.38,7.14,134.4
690,21243,0,458303,462916463,213093,504493857,368965330,3972663,0,42.85,6.51,134.5
691,6301,28672,244577,278661711,132358,341058789,231565235,2272731,56,42.59,7.68,134.5
692,10656,110592,202988,325453216,144961,376509498,256387824,2804669,216,42.74,7.16,134.8
693,10192,0,183130,324383150,136490,326450718,227945265,2456794,0,42.27,7.38,134.9
694,24130,0,201524,402990245,167721,465270646,307277986,3585066,0,42.77,7.83,134.9
695,6276,0,546373,372050022,145190,456520820,318216660,3137982,0,42.63,6.95,135.2
696,11011,86016,361992,371213369,194913,507895652,295705878,3611219,168,42.25,7.63,135.2
697,8439,143360,239982,313286216,153107,384817790,253166604,2759484,280,43.04,7.68,135.3
698,10404,81920,214620,294241798,131478,340435568,211944197,2550435,160,42.48,7.05,135.5
699,8798,0,247174,440558330,202026,486538458,316856066,3777667,0,41.89,7.56,135.4
700,20540,0,261958,352282420,168325,380935465,284070845,3094091,0,42.76,7.44,135.4
701,14831,0,99768,451336822,210499,487169807,338406581,3910140,0,42.32,7.23,135.5
702,9570,86016,383113,436579234,180834,465793008,314731480,3028940,168,42.47,7.46,135.5
703,9356,24576,153754,401566390,188259,422445826,287920551,3218317,48,42.54,7.25,135.6
704,9075,0,193009,371431490,140515,429332548,270196283,3244385,0,42.41,8.3,135.6
705,16066,0,454097,429639948,158886,451965908,337168255,3248394,0,42.43,7.6,135.8
706,18589,17940480,252140,345663528,161787,379352094,247734838,3062112,35040,42.26,7.37,135.8
707,18040,229376,183583,329868368,147966,367689714,283750582,2888892,448,42.19,7.72,135.7
708,15782,24576,323725,488525590,222631,561046460,351089561,4260381,48,42.36,8.2,135.8
709,4604,0,268276,365760776,129561,418070634,256962659,3218011,0,42.34,7.55,135.9
710,21176,0,265570,349738101,151731,377820478,301683693,3119104,0,42.31,7.26,135.9
711,16481,114688,191216,342062448,117594,332084210,230350499,2687260,224,41.93,7.52,135.9
712,12709,143360,129585,382109125,185830,423270000,287023514,3515850,280,41.84,8.01,135.8
713,9754,196608,190143,351512906,144814,372167923,245257568,2941783,384,43.14,8.12,135.8
714,18420,0,267970,446522589,179324,484802428,320248232,3661231,0,42.13,7.39,136.1
715,18319,0,393125,441585638,202405,493061480,371169172,3466095,0,42.43,7.55,136.0
716,5145,0,296536,307618718,140946,446696667,232659787,3237679,0,43.03,8.06,136.0
717,16345,86016,150897,275561940,141416,349103338,209797742,2633894,168,40.79,7.25,136.2
718,6178,24576,251391,340480709,128024,362644249,249242518,2864244,48,41.12,7.88,135.9
719,10921,0,225472,338851440,124323,341138089,226804311,2675681,0,42.28,7.8,135.8
720,27292,0,277500,485909552,215695,512197740,381440739,3507165,0,42.13,7.19,135.9
721,16498,28672,99026,321772950,146723,358507085,243341931,2806575,56,43.14,6.64,135.8
722,6693,0,201066,314617261,122150,341005526,241916026,2827748,0,43.26,6.64,135.7
723,7855,110592,322369,360966966,144620,435166244,290618874,2903853,216,42.96,6.62,135.7
724,11507,0,177084,291161835,123129,296234824,205592598,2183450,0,43.01,6.67,135.6
725,5768,0,487209,354021621,149992,396581144,288875883,2817278,0,42.67,7.01,135.5
726,16081,0,233930,376936392,167631,386357323,264284796,2697265,0,42.37,7.72,135.5
727,17873,0,113321,330446313,122241,344756914,237179679,2691494,0,41.69,7.8,135.6
728,13739,110592,258408,425571376,181567,462052772,316594459,3499867,216,42.52,7.67,135.6
729,11414,0,145415,381679785,184033,433209650,283608096,3490579,0,41.12,7.45,135.6
730,26112,0,250607,408238199,169660,433774410,326397727,3405200,0,43.13,7.99,135.5
731,4082,0,358222,397977587,157887,434184265,302996354,3248442,0,41.55,7.74,135.7
732,17011,0,268509,338068147,145313,366672626,260049686,2594406,0,43.17,7.79,135.7
733,13547,110592,377223,504934809,210813,543791163,349589814,3976221,216,41.46,7.81,135.9
734,8217,0,91703,269710465,135534,275580339,188585588,2284240,0,42.25,7.26,135.8
735,12836,0,444491,471718851,214880,523016730,366763270,4040121,0,41.74,7.38,135.8
736,20386,0,189985,406691884,137924,429142488,298926975,3172508,0,42.72,7.43,135.7
737,7070,17874944,249734,400835066,157892,437276423,288926671,3254891,34912,42.61,7.54,135.7
738,10453,253952,242832,429976141,194797,443546924,294529308,3276191,496,42.4,7.53,135.8
739,7909,0,231687,480489469,216474,504603863,340024616,3721928,0,42.07,7.51,135.7
740,15396,0,473422,453974631,204078,492540420,373358010,3371304,0,43.03,7.36,135.8
741,10486,0,231680,428263538,193749,439297929,298246806,3276429,0,42.79,7.37,135.8
742,17528,143360,112403,403952483,167097,415197713,286394207,3106309,280,42.82,7.27,135.8
743,16401,282624,186411,392192945,162909,428908489,295495533,3287885,552,42.77,7.21,135.8
744,11278,0,172409,399108772,169700,435103004,285393308,3241400,0,42.56,7.09,135.8
745,14162,0,338697,387440956,154092,461309405,350208142,3550072,0,42.71,7.19,135.7
746,6550,0,332721,251648183,89374,298253776,206350143,2457871,0,43.12,6.75,135.8
747,16591,0,200808,322699763,139278,367350457,245249690,2589117,0,42.95,6.7,135.7
748,4888,196608,230278,404008219,170742,418623124,286428126,3104254,384,42.92,6.78,135.6
749,6643,0,264558,382935654,149376,405147813,267988381,3109314,0,41.82,6.88,135.6
750,11772,0,387199,497517229,205348,529752319,407202963,4226902,0,41.33,5.88,135.4
751,2889,0,99123,383276159,153851,421578263,278876127,3172108,0,41.6,6.12,134.9
752,8524,28672,194743,386183675,154588,400650783,280254488,3083346,56,41.96,6.82,134.6
753,6467,110592,151064,457016665,202220,425982431,294693766,3318600,216,41.28,5.78,134.5
754,2456,0,128589,349644543,141687,355176281,255435886,2620313,0,41.39,6.21,134.2
755,12609,0,278352,459934485,222392,474420975,356258523,3477609,0,41.99,6.98,133.9
756,15161,0,141812,362828248,172090,378579199,260478386,3134429,0,41.31,5.84,134.0
757,4439,0,117150,355434245,159310,378458319,255837269,2797211,0,41.8,6.23,133.7
758,5579,110592,181881,342487823,140565,380576021,242479175,2801513,216,41.96,6.78,133.6
759,18638,0,162542,372985410,178671,447374844,298124390,3515481,0,40.43,5.99,133.7
760,9753,0,217513,539448722,269011,588612003,435702777,4491856,0,40.48,5.86,133.3
761,10259,0,71898,357806608,170130,380954074,278837040,2976468,0,41.41,6.71,133.0
762,20728,0,126142,408448614,176881,424830448,279944375,3189352,0,42.6,6.92,133.0
763,10996,139264,159603,311338961,126848,353815895,211076027,2544929,272,42.61,6.93,133.2
764,7208,0,177797,362819817,153260,388528630,258082139,2880191,0,42.38,7.34,133.5
765,29682,0,322257,446224815,174632,501764146,354749673,3669437,0,42.22,6.94,133.7
766,8706,0,229459,463895154,201276,473794582,309192442,3887398,0,43.06,7.01,133.8
767,13208,17522688,198499,318469307,149408,361950304,229825449,2452183,34224,42.86,6.66,134.0
768,9185,1302528,114715,312551577,124782,321219081,227076546,2354440,2544,42.94,7.22,134.1
769,17766,0,150509,337530169,153198,363536240,236266357,2811383,0,42.31,6.56,134.3
770,20928,0,415323,536694831,248620,562742200,409475711,3915409,0,42.69,7.13,134.3
771,10149,0,181587,435753142,200756,454018905,309622332,3394963,0,42.74,6.77,134.5
772,9529,0,142079,377872909,153033,406220252,269538076,3095587,0,42.51,7.02,134.5
773,14566,540672,193480,345539836,142870,411859961,273089884,3266705,1056,42.59,6.43,134.6
774,12143,0,128979,415178776,203671,446727370,290830699,3537895,0,42.61,7.69,134.6
775,14443,0,407713,474783588,219793,555270073,382761903,4022789,0,42.59,7.15,134.8
776,4421,0,344087,313497386,124325,400433867,256505039,2877521,0,42.57,7.35,134.9
777,13500,0,176147,392484697,162269,416885420,276280932,3275077,0,43.11,7.89,135.0
778,8915,110592,289017,290451339,116053,303893724,205663177,2147303,216,42.56,6.97,135.2
779,9635,0,262556,368176665,167759,408224963,267491527,3013286,0,42.04,7.53,135.1
780,16054,0,458633,477727216,203748,561768146,426372631,3769202,0,42.97,7.61,135.3
781,14708,0,155642,363743676,167664,414724890,281347341,2895705,0,42.75,7.12,135.4
782,5563,0,287735,329210310,117323,336052197,225567952,2578380,0,42.08,7.74,135.5
783,5536,196608,316867,460790237,221320,489145797,320588086,3910212,384,42.69,7.18,135.4
784,13141,0,137967,416596899,208496,472965053,302468367,3595373,0,42.06,7.3,135.5
785,21751,0,322564,526678559,234270,583208783,426475662,4228938,0,42.65,7.42,135.5
786,15203,0,102702,338799439,145789,375401179,262900454,2720609,0,42.51,7.37,135.6
787,10845,0,181574,425888232,192024,460467639,305043646,3640241,0,42.61,8.22,135.6
788,14267,253952,195174,401891421,157018,423048366,293218665,3306295,496,42.19,7.59,135.8
789,5121,0,322559,403914959,152785,421962335,304821533,3081558,0,42.33,7.44,135.8
790,31434,0,389458,427816615,172742,436503045,322643483,3270915,0,42.06,7.68,135.8
791,18668,0,159324,334813777,137546,361175038,251324533,2704538,0,42.56,8.07,135.8
792,6231,0,234757,347538134,161212,384367710,266354618,2599250,0,42.42,7.57,136.0
793,11674,282624,205664,464046617,207452,475129111,323860600,3660800,552,42.36,7.28,136.0
794,12592,0,213248,311666102,131741,350192641,237114029,2435824,0,42.35,7.76,135.8
795,23852,0,307277,422251760,189239,439251320,316967137,2450424,0,42.27,8.39,135.8
796,15548,0,221943,451981506,210947,491372219,330583021,3569681,0,42.63,7.56,136.0
797,6851,0,288740,417921761,176732,442584027,293459438,3387031,0,42.22,7.17,136.1
798,5587,18210816,255789,364820258,148804,389546230,271011491,3122661,35568,42.43,7.97,136.0
799,5674,0,290720,368081348,134230,401777902,275535903,3116444,0,42.66,7.77,136.0
800,17716,0,354117,393341356,151415,463965528,332515040,3440006,0,40.55,7.18,136.1
801,9759,0,219093,381926975,163436,405998575,267876431,2906260,0,41.7,8.28,135.8
802,19599,0,167591,462560913,203844,475178836,315350364,3492155,0,42.02,7.36,136.0
803,29705,483328,159523,390775397,179059,382454905,265195745,2976703,944,42.55,7.04,135.9
804,10299,0,152675,338852105,131064,407448855,261564968,3022474,0,42.82,6.77,135.8
805,13251,0,408070,410314258,191299,438873491,326738755,3071065,0,43.05,6.73,135.7
806,9354,0,216317,382690463,166155,388089431,277052747,2828769,0,43.29,6.66,135.6
807,10619,0,234184,282093742,109525,290353974,202265079,2004710,0,42.83,6.57,135.6
808,9177,167936,205916,397082325,177267,432360229,286779558,3348804,328,42.31,7.0,135.5
809,15309,0,126393,447228142,155198,455803008,311423302,3458982,0,42.13,7.56,135.3
810,11084,0,518315,519087722,216408,547872520,393339925,3832799,0,41.82,7.8,135.4
811,10315,0,235580,407063695,194190,466934276,287796925,3634844,0,41.52,7.51,135.5
812,8755,0,181004,458422062,216488,543395837,364245859,4207745,0,41.8,7.55,135.5
813,7962,196608,203282,229670566,116110,327773085,190141878,2422768,384,42.97,7.98,135.5
814,14374,28672,192112,278372362,123727,321326041,207923323,2286708,56,41.46,7.62,135.6
815,22271,0,336103,439689291,198301,503612232,381439035,3257601,0,42.78,7.83,135.6
816,7302,0,272250,426447096,192854,456112797,316091557,3573536,0,41.46,7.6,135.8
817,5186,0,265784,413013437,166904,436032170,285590346,3156502,0,42.68,7.65,135.8
818,6241,110592,253029,496183477,234052,517422636,347138509,4035709,216,41.76,7.24,135.9
819,10066,0,171787,343375770,156566,388747374,258865060,2830808,0,42.55,7.46,135.7
820,10868,0,293986,422155997,191258,443005937,334017022,3353056,0,41.79,7.51,135.7
821,10223,0,250367,503199509,221825,548097048,367540080,4211048,0,42.31,7.51,135.7
822,11170,0,190151,350869252,153378,403271979,268104489,3032526,0,42.71,7.5,135.7
823,7473,139264,235511,221098604,96088,302662882,182646437,2071420,272,42.53,7.29,135.8
824,7629,0,210158,481580569,221662,510823948,340897077,4015718,0,42.69,7.33,135.9
825,15356,0,325457,511591515,236646,551609316,409700330,4266902,0,42.92,7.28,135.9
826,8700,0,262298,404936707,181421,415642736,278794724,3016833,0,43.03,7.2,135.9
827,6240,0,305089,327227394,116748,353464764,237625674,2419288,0,42.75,7.2,135.9
828,15953,110592,131954,343720365,159785,396392692,264025036,2761151,216,42.44,7.12,135.9
829,6666,18776064,211801,499227179,220745,522833814,350920201,3846497,36672,42.63,6.9,135.8
830,8627,0,447516,451189746,137017,468917638,358359874,3269149,0,42.67,6.99,135.8
831,8968,0,238526,392757121,173873,427367535,270151094,3055451,0,43.16,6.79,135.7
832,1066,0,258393,319053276,133414,379039563,248547508,2680689,0,42.56,7.14,135.7
833,8469,311296,274720,366295154,129651,396838181,247286130,2878108,608,40.39,6.2,135.6
834,6554,114688,112322,373841934,173849,413640088,262481850,3229355,224,39.95,6.1,135.1
835,10298,0,228600,496465705,215158,554599517,406299003,4352588,0,39.95,5.89,134.6
836,3390,0,132329,354121912,147510,344238521,240207751,2592453,0,39.98,5.84,134.0
837,3098,225280,74236,307330884,139834,339223050,235254504,2447088,440,41.2,6.27,133.5
838,4132,196608,164407,383426009,168332,428975677,279576250,3089235,384,41.75,6.82,133.3
839,7045,0,318088,420275150,168388,465536160,329695932,3382718,0,40.8,6.08,133.4
840,9986,0,160486,339165817,178828,356840786,252315790,2974913,0,40.97,6.09,133.2
841,9653,0,98978,396401415,193351,429176415,297701106,3076728,0,41.97,6.82,133.0
842,20448,3166208,252219,504741138,208887,535736183,385391679,4087023,6184,41.35,6.11,133.1
843,7199,3182592,136707,483635789,224336,497915485,340052915,3934652,6216,41.33,5.87,133.0
844,7692,28672,102222,354024244,141515,385127897,266496041,2973705,56,42.21,6.84,132.8
845,7105,0,403648,503441934,221829,540973848,411068667,3858299,0,41.12,6.52,133.0
846,4447,0,186690,456667286,171096,484444830,336150393,3805782,0,40.52,5.83,133.0
847,1753,0,104204,329187204,147616,362184544,244861345,2742115,0,40.6,5.95,132.8
848,2103,827392,114123,366409373,166961,388153622,270238563,3149910,1616,42.65,6.98,132.5
849,3978,0,255338,275861624,101751,319427887,202663162,2234103,0,42.43,7.43,132.8
850,23344,0,444266,522276888,208264,562354407,412845749,3902327,0,42.3,6.75,133.2
851,9542,0,242932,486130010,209175,504255174,344879994,3608745,0,42.57,6.88,133.3
852,14035,0,101731,347349727,162490,348800151,238442304,2659962,0,42.75,7.21,133.5
853,21523,253952,183066,343430254,146914,364947544,251816651,2625380,496,42.58,6.63,133.8
854,11267,0,124254,455286943,209258,499814023,334113811,3940809,0,42.4,7.11,133.8
855,10606,0,406099,427249988,160225,500083264,371809141,3441781,0,43.08,6.96,134.0
856,4130,0,388375,353575866,131978,386387022,297400613,2568705,0,43.17,6.85,134.3
857,8859,0,360599,283794630,108614,305196366,192010191,2179526,0,42.93,7.19,134.4
858,14413,110592,218965,327444618,128682,339463471,236951459,2475203,216,42.4,6.73,134.6
859,7914,0,168946,353150331,148915,361303123,244347103,2578959,0,42.71,6.97,134.6
860,14125,19431424,346483,519744362,198020,535308447,417204603,3860551,37952,42.56,7.43,134.7
861,4572,0,487935,485721091,188021,537473399,375658736,3824233,0,42.81,7.29,134.8
862,9922,0,170826,324777214,145192,337759589,225522449,2451669,0,42.53,7.14,135.0
863,8099,311296,210448,345841790,117950,362037111,244256767,2791473,608,42.48,7.69,135.0
864,14883,0,188027,448685108,209409,482890517,317748838,3742866,0,42.57,7.31,135.2
865,24173,573440,289116,427366704,205833,476899865,335024586,3312182,1120,42.4,7.09,135.3
866,10753,0,188838,416626192,160821,416069272,296756002,2923998,0,43.2,7.87,135.2
867,15308,0,119294,253759662,127245,334931548,184620418,2457749,0,42.13,7.04,135.4
868,8280,167936,195638,502788021,226369,520349717,353378667,4094276,328,42.52,7.22,135.4
869,5201,0,246342,353008126,155987,400642504,272115062,2848805,0,42.67,7.75,135.4
870,6629,0,462978,444530646,169919,513622610,331411599,3501577,0,42.44,7.43,135.6
871,21098,0,574535,375017691,102777,439127413,408331481,2865795,0,42.73,7.61,135.6
872,6042,0,284421,328133633,113581,331107765,229714459,2413520,0,42.7,6.8,135.6
873,12401,196608,206051,474042456,214724,483525163,334226685,3737420,384,42.08,8.3,135.5
874,16152,0,140948,433973602,191959,474286604,319938426,3790357,0,42.31,7.68,135.6
875,22956,57344,316711,483386652,207504,518799775,391160267,3985044,112,42.27,7.18,135.8
876,3291,0,304663,295567924,134133,390712598,264641260,3094318,0,42.05,7.69,135.7
877,12923,0,172011,352717728,151049,420681488,286669198,3080076,0,42.27,8.22,135.7
878,10139,196608,316322,436833091,210820,483802955,313494916,3594410,384,42.97,7.85,135.8
879,7454,0,187084,391622250,189044,418730020,286340641,3057999,0,42.14,7.34,136.0
880,5041,0,424900,456571276,207356,517488580,381524827,3648606,0,42.34,7.52,135.9
881,9561,0,271034,350815928,154732,393454582,250804849,3186498,0,41.93,7.9,135.9
882,10077,0,164518,288694567,110055,303970852,202923977,2458205,0,43.03,7.96,135.9
883,11653,86016,155134,387938244,175920,453249353,303668744,3599432,168,42.17,7.52,136.0
884,8726,110592,238494,339279719,129647,360799741,243786255,2717495,216,42.34,7.35,136.0
885,26067,0,329047,516878738,244622,540050014,406911228,4366199,0,42.77,8.15,135.9
886,9220,0,230042,319664441,133450,355486370,245539581,2809935,0,41.48,7.36,136.1
887,15655,0,147058,401720699,172394,415191434,284787654,3276713,0,40.87,7.71,136.0
888,9083,86016,218912,353538630,129062,362492999,250321240,2723013,168,42.44,7.99,135.8
889,10563,24576,203659,314131543,128951,345560998,234938741,2441483,48,41.76,7.21,135.9
890,14494,18829312,523552,479544527,161717,523084316,389474765,3707659,36776,42.27,6.8,135.7
891,13671,0,134646,459155879,230719,532891664,328104516,4192508,0,43.08,6.72,135.7
892,10963,0,190150,325605912,134663,385669234,259538093,2877391,0,43.12,6.73,135.6
893,16146,0,100296,319197432,143669,360962089,233092523,2827280,0,43.17,6.75,135.5
894,8034,282624,298896,322392922,119561,359529176,257509102,2637158,552,42.55,6.72,135.4
895,25444,143360,396208,483596565,210460,580110698,420997631,4155152,280,42.22,7.02,135.3
896,12856,0,266406,424547479,184668,461115493,322491538,3399877,0,42.35,8.16,135.3
897,8362,0,281573,353322309,122674,371514482,258980063,2774358,0,41.06,7.33,135.4
898,11649,0,100926,344130608,167479,364602211,237670564,2913752,0,42.56,7.64,135.4
899,14876,167936,96120,489771804,224492,505554949,348168536,4073768,328,41.45,7.82,135.4
900,29058,0,205370,397412685,186869,477194711,363783248,3569214,0,42.81,7.68,135.4
901,12339,0,247023,481820461,211003,480277216,331234346,3542358,0,41.0,7.47,135.6
902,14155,0,133624,491638193,244022,543997577,357936421,4273542,0,42.99,7.8,135.4
903,10576,0,223251,422378366,193165,468644130,301949361,3513336,0,41.35,7.63,135.6
904,12245,167936,87242,288455455,122022,303318464,205321583,2456083,328,42.67,7.53,135.5
905,20621,0,305575,491589395,206718,531587544,393977744,3969486,0,41.68,7.38,135.6
906,11864,0,223201,422720281,170014,447468102,311490722,3493122,0,42.71,7.41,135.5
907,13031,0,176354,438602042,194492,457475044,315044392,3605573,0,42.59,7.5,135.6
908,13462,0,239901,425476147,169504,459854428,351213417,3695635,0,41.87,7.45,135.6
909,7434,110592,262127,515932371,227964,556115584,385622746,4383570,216,42.31,7.54,135.6
910,22583,0,438094,382740344,137785,434889499,306267564,3295666,0,42.81,7.15,135.6
911,13044,28672,109759,387354325,178614,445813762,303976131,3803356,56,43.0,7.37,135.6
912,4435,0,158317,293727967,130942,320938395,214698721,2498388,0,42.82,7.13,135.7
913,7453,0,221593,453382848,200114,466739269,324847809,3718780,0,42.61,7.12,135.7
914,11131,110592,299676,458732322,216863,480398346,322237293,3679318,216,42.61,7.17,135.6
915,26163,0,368154,502294422,221587,507589637,384177280,3354942,0,42.74,7.24,135.6
916,13079,86016,258330,376521600,166709,443068750,284560422,3165195,168,42.64,6.89,135.6
917,3467,0,294858,386691466,149323,452069810,282665806,3203956,0,42.85,6.89,135.6
918,2830,0,292004,344654235,155840,405531894,279424468,3049880,0,43.1,6.73,135.5
919,5839,167936,218287,395879252,132939,402934897,276093939,2999407,328,42.0,7.14,135.5
920,15387,0,339202,421007632,207459,492867559,338753565,3808840,0,40.27,6.19,135.4
921,1525,18313216,180030,384546824,174950,428368092,287347680,3342980,35768,39.93,5.93,135.0
922,4171,0,102628,448949052,211518,475750053,323366914,3751243,0,39.97,6.03,129.9
923,3023,0,107648,402474659,183360,417404131,306989779,3412563,0,39.97,5.74,129.9
924,2358,311296,64549,308121022,147116,332996104,233169948,2703385,608,40.92,6.29,129.9
925,13636,0,284290,543715231,255118,586093822,429891607,4429909,0,42.01,6.86,130.1
926,8227,114688,177883,305805385,113140,322055391,221370821,2428133,224,40.79,5.91,130.6
927,2406,0,107830,310085701,135061,326039493,225279679,2431329,0,41.0,6.08,130.7
928,7263,0,70065,364619033,159495,361032093,256822980,2767066,0,42.11,6.89,130.8
929,4348,167936,189213,371356873,158416,380558746,257574854,2757953,328,41.26,6.15,131.2
930,13820,0,340959,484401958,252851,526122804,374443372,4068153,0,41.34,6.06,131.4
931,5653,0,170251,399048990,173566,413664849,285254122,3282165,0,42.65,6.95,131.4
932,8414,0,226668,350173765,120827,351756784,250480678,2505287,0,40.44,5.95,131.8
933,8153,0,115141,431339903,187599,445204374,308134264,3361959,0,40.45,5.87,131.8
934,3159,167936,88583,347203477,162054,361288787,255069091,2578302,328,41.18,6.8,131.7
935,33046,0,260186,465030203,199666,500377925,373278517,3822174,0,42.34,6.7,131.8
936,6470,0,242181,319841079,151741,418491194,282497939,3346782,0,42.62,7.16,132.1
937,11847,0,140439,305602257,140067,342614533,233547225,2684689,0,42.18,7.15,132.5
938,7109,0,146893,317916522,156416,338405796,230514164,2662240,0,42.54,6.67,132.8
939,6012,110592,208200,420419591,164751,434349018,287304458,3439814,216,42.71,7.25,133.0
940,20177,0,304231,454587202,179801,503107901,378062913,3555958,0,42.98,6.72,133.3
941,10053,0,278084,328343108,135658,424231273,254868232,3070850,0,42.41,7.12,133.5
942,4801,28672,226317,432700958,197325,472125759,315750187,3821863,56,42.78,6.82,133.8
943,3880,0,194452,364361678,153213,392545999,276452324,3092177,0,42.56,6.94,133.9
944,12046,110592,213937,398734068,182788,421840548,288025098,3344399,216,42.75,7.02,133.9
945,21810,0,246455,383701294,163103,418546500,324122515,3452234,0,42.45,6.67,134.1
946,6560,0,168865,318994949,145175,396316961,271860399,2929944,0,42.65,6.95,134.2
947,7776,0,225852,376656217,164192,424653494,277738138,3380157,0,42.51,7.47,134.3
948,15632,0,157852,293969112,133162,343683783,222926746,2593455,0,42.76,7.29,134.5
949,17367,110592,96883,426259138,187285,470887998,313429797,3738276,216,42.49,7.06,134.6
950,21087,0,434807,457554284,189085,522065087,388192194,3853984,0,42.5,7.87,134.6
951,9099,0,261647,350248652,131888,377074652,244569578,2758518,0,42.6,7.25,134.9
952,9957,18055168,215862,433808452,190815,453719577,301299348,3693773,35264,42.3,7.11,135.0
953,13619,0,175712,365650248,165139,413042412,283342780,3092720,0,42.36,7.67,135.0
954,15990,196608,200641,511666407,239127,520353924,353696933,4188204,384,42.49,7.32,135.2
955,19505,0,366010,454779721,205161,477998273,357127296,3645891,0,42.6,7.18,135.2
956,12619,0,155867,353414573,144663,355026689,250750254,2488544,0,42.95,7.77,135.2
957,11444,114688,209699,308519922,115997,345631384,213425403,2421446,224,42.2,7.2,135.4
958,11456,0,158406,430365357,200961,488568698,330426180,3770842,0,42.35,7.53,135.4
959,9439,311296,247468,328103658,117295,341702927,233252354,2391311,608,42.48,7.09,135.4
